country,type,year,n
Sudan,Asylum,2006,33
Sudan,Asylum,2007,67
Sudan,Asylum,2008,6
Sudan,Asylum,2009,12
Sudan,Asylum,2010,12
Sudan,Asylum,2011,14
Sudan,Asylum,2012,11
Sudan,Asylum,2013,39
Sudan,Asylum,2014,40
Sudan,Asylum,2015,25
Sudan,EU,2006,0
Sudan,EU,2007,0
Sudan,EU,2008,0
Sudan,EU,2009,0
Sudan,EU,2010,0
Sudan,EU,2011,0
Sudan,EU,2012,0
Sudan,EU,2013,0
Sudan,EU,2014,0
Sudan,EU,2015,0
Sudan,Family,2006,7
Sudan,Family,2007,20
Sudan,Family,2008,5
Sudan,Family,2009,9
Sudan,Family,2010,3
Sudan,Family,2011,6
Sudan,Family,2012,0
Sudan,Family,2013,13
Sudan,Family,2014,4
Sudan,Family,2015,4
Sudan,Other,2006,0
Sudan,Other,2007,3
Sudan,Other,2008,0
Sudan,Other,2009,0
Sudan,Other,2010,0
Sudan,Other,2011,0
Sudan,Other,2012,0
Sudan,Other,2013,0
Sudan,Other,2014,0
Sudan,Other,2015,0
Sudan,Study,2006,0
Sudan,Study,2007,2
Sudan,Study,2008,7
Sudan,Study,2009,0
Sudan,Study,2010,0
Sudan,Study,2011,1
Sudan,Study,2012,0
Sudan,Study,2013,0
Sudan,Study,2014,1
Sudan,Study,2015,2
Sudan,Work,2006,1
Sudan,Work,2007,7
Sudan,Work,2008,3
Sudan,Work,2009,10
Sudan,Work,2010,21
Sudan,Work,2011,8
Sudan,Work,2012,6
Sudan,Work,2013,13
Sudan,Work,2014,3
Sudan,Work,2015,5
Suriname,Asylum,2006,0
Suriname,Asylum,2007,0
Suriname,Asylum,2008,0
Suriname,Asylum,2009,0
Suriname,Asylum,2010,0
Suriname,Asylum,2011,0
Suriname,Asylum,2012,0
Suriname,Asylum,2013,0
Suriname,Asylum,2014,0
Suriname,Asylum,2015,0
Suriname,EU,2006,0
Suriname,EU,2007,0
Suriname,EU,2008,0
Suriname,EU,2009,0
Suriname,EU,2010,1
Suriname,EU,2011,0
Suriname,EU,2012,0
Suriname,EU,2013,0
Suriname,EU,2014,0
Suriname,EU,2015,0
Suriname,Family,2006,0
Suriname,Family,2007,1
Suriname,Family,2008,0
Suriname,Family,2009,0
Suriname,Family,2010,0
Suriname,Family,2011,0
Suriname,Family,2012,0
Suriname,Family,2013,0
Suriname,Family,2014,0
Suriname,Family,2015,0
Suriname,Other,2006,0
Suriname,Other,2007,0
Suriname,Other,2008,0
Suriname,Other,2009,0
Suriname,Other,2010,0
Suriname,Other,2011,0
Suriname,Other,2012,0
Suriname,Other,2013,0
Suriname,Other,2014,0
Suriname,Other,2015,0
Suriname,Study,2006,0
Suriname,Study,2007,0
Suriname,Study,2008,0
Suriname,Study,2009,0
Suriname,Study,2010,0
Suriname,Study,2011,0
Suriname,Study,2012,0
Suriname,Study,2013,2
Suriname,Study,2014,0
Suriname,Study,2015,0
Suriname,Work,2006,0
Suriname,Work,2007,0
Suriname,Work,2008,0
Suriname,Work,2009,0
Suriname,Work,2010,0
Suriname,Work,2011,0
Suriname,Work,2012,0
Suriname,Work,2013,0
Suriname,Work,2014,0
Suriname,Work,2015,0
Swaziland,Asylum,2006,0
Swaziland,Asylum,2007,0
Swaziland,Asylum,2008,0
Swaziland,Asylum,2009,0
Swaziland,Asylum,2010,0
Swaziland,Asylum,2011,0
Swaziland,Asylum,2012,0
Swaziland,Asylum,2013,0
Swaziland,Asylum,2014,0
Swaziland,Asylum,2015,0
Swaziland,EU,2006,0
Swaziland,EU,2007,0
Swaziland,EU,2008,0
Swaziland,EU,2009,0
Swaziland,EU,2010,0
Swaziland,EU,2011,0
Swaziland,EU,2012,0
Swaziland,EU,2013,0
Swaziland,EU,2014,0
Swaziland,EU,2015,0
Swaziland,Family,2006,0
Swaziland,Family,2007,0
Swaziland,Family,2008,0
Swaziland,Family,2009,1
Swaziland,Family,2010,0
Swaziland,Family,2011,0
Swaziland,Family,2012,0
Swaziland,Family,2013,2
Swaziland,Family,2014,0
Swaziland,Family,2015,1
Swaziland,Other,2006,0
Swaziland,Other,2007,0
Swaziland,Other,2008,0
Swaziland,Other,2009,0
Swaziland,Other,2010,0
Swaziland,Other,2011,0
Swaziland,Other,2012,0
Swaziland,Other,2013,0
Swaziland,Other,2014,0
Swaziland,Other,2015,0
Swaziland,Study,2006,1
Swaziland,Study,2007,0
Swaziland,Study,2008,0
Swaziland,Study,2009,0
Swaziland,Study,2010,0
Swaziland,Study,2011,0
Swaziland,Study,2012,0
Swaziland,Study,2013,0
Swaziland,Study,2014,0
Swaziland,Study,2015,0
Swaziland,Work,2006,0
Swaziland,Work,2007,0
Swaziland,Work,2008,0
Swaziland,Work,2009,1
Swaziland,Work,2010,0
Swaziland,Work,2011,0
Swaziland,Work,2012,1
Swaziland,Work,2013,0
Swaziland,Work,2014,0
Swaziland,Work,2015,0
Sweden,Asylum,2006,0
Sweden,Asylum,2007,0
Sweden,Asylum,2008,0
Sweden,Asylum,2009,0
Sweden,Asylum,2010,0
Sweden,Asylum,2011,0
Sweden,Asylum,2012,0
Sweden,Asylum,2013,0
Sweden,Asylum,2014,0
Sweden,Asylum,2015,0
Sweden,EU,2006,19
Sweden,EU,2007,29
Sweden,EU,2008,32
Sweden,EU,2009,25
Sweden,EU,2010,33
Sweden,EU,2011,30
Sweden,EU,2012,33
Sweden,EU,2013,68
Sweden,EU,2014,60
Sweden,EU,2015,120
Sweden,Family,2006,0
Sweden,Family,2007,0
Sweden,Family,2008,0
Sweden,Family,2009,0
Sweden,Family,2010,0
Sweden,Family,2011,0
Sweden,Family,2012,0
Sweden,Family,2013,0
Sweden,Family,2014,0
Sweden,Family,2015,0
Sweden,Other,2006,0
Sweden,Other,2007,0
Sweden,Other,2008,0
Sweden,Other,2009,0
Sweden,Other,2010,0
Sweden,Other,2011,0
Sweden,Other,2012,1
Sweden,Other,2013,0
Sweden,Other,2014,0
Sweden,Other,2015,0
Sweden,Study,2006,0
Sweden,Study,2007,0
Sweden,Study,2008,0
Sweden,Study,2009,0
Sweden,Study,2010,0
Sweden,Study,2011,0
Sweden,Study,2012,0
Sweden,Study,2013,0
Sweden,Study,2014,0
Sweden,Study,2015,0
Sweden,Work,2006,0
Sweden,Work,2007,1
Sweden,Work,2008,0
Sweden,Work,2009,0
Sweden,Work,2010,0
Sweden,Work,2011,0
Sweden,Work,2012,1
Sweden,Work,2013,0
Sweden,Work,2014,0
Sweden,Work,2015,0
Switzerland,Asylum,2006,0
Switzerland,Asylum,2007,0
Switzerland,Asylum,2008,0
Switzerland,Asylum,2009,0
Switzerland,Asylum,2010,0
Switzerland,Asylum,2011,0
Switzerland,Asylum,2012,0
Switzerland,Asylum,2013,0
Switzerland,Asylum,2014,0
Switzerland,Asylum,2015,0
Switzerland,EU,2006,176
Switzerland,EU,2007,184
Switzerland,EU,2008,193
Switzerland,EU,2009,146
Switzerland,EU,2010,203
Switzerland,EU,2011,180
Switzerland,EU,2012,196
Switzerland,EU,2013,193
Switzerland,EU,2014,270
Switzerland,EU,2015,256
Switzerland,Family,2006,1
Switzerland,Family,2007,0
Switzerland,Family,2008,0
Switzerland,Family,2009,1
Switzerland,Family,2010,0
Switzerland,Family,2011,1
Switzerland,Family,2012,0
Switzerland,Family,2013,0
Switzerland,Family,2014,0
Switzerland,Family,2015,0
Switzerland,Other,2006,2
Switzerland,Other,2007,0
Switzerland,Other,2008,1
Switzerland,Other,2009,0
Switzerland,Other,2010,0
Switzerland,Other,2011,0
Switzerland,Other,2012,0
Switzerland,Other,2013,0
Switzerland,Other,2014,0
Switzerland,Other,2015,0
Switzerland,Study,2006,13
Switzerland,Study,2007,2
Switzerland,Study,2008,7
Switzerland,Study,2009,7
Switzerland,Study,2010,4
Switzerland,Study,2011,2
Switzerland,Study,2012,0
Switzerland,Study,2013,0
Switzerland,Study,2014,0
Switzerland,Study,2015,2
Switzerland,Work,2006,0
Switzerland,Work,2007,3
Switzerland,Work,2008,2
Switzerland,Work,2009,2
Switzerland,Work,2010,3
Switzerland,Work,2011,0
Switzerland,Work,2012,0
Switzerland,Work,2013,0
Switzerland,Work,2014,0
Switzerland,Work,2015,0
Syria,Asylum,2006,31
Syria,Asylum,2007,24
Syria,Asylum,2008,60
Syria,Asylum,2009,137
Syria,Asylum,2010,409
Syria,Asylum,2011,460
Syria,Asylum,2012,753
Syria,Asylum,2013,1382
Syria,Asylum,2014,4126
Syria,Asylum,2015,6011
Syria,EU,2006,0
Syria,EU,2007,0
Syria,EU,2008,2
Syria,EU,2009,1
Syria,EU,2010,1
Syria,EU,2011,0
Syria,EU,2012,2
Syria,EU,2013,1
Syria,EU,2014,2
Syria,EU,2015,3
Syria,Family,2006,24
Syria,Family,2007,13
Syria,Family,2008,16
Syria,Family,2009,50
Syria,Family,2010,85
Syria,Family,2011,71
Syria,Family,2012,197
Syria,Family,2013,376
Syria,Family,2014,1465
Syria,Family,2015,6633
Syria,Other,2006,2
Syria,Other,2007,0
Syria,Other,2008,1
Syria,Other,2009,2
Syria,Other,2010,4
Syria,Other,2011,2
Syria,Other,2012,1
Syria,Other,2013,2
Syria,Other,2014,36
Syria,Other,2015,115
Syria,Study,2006,1
Syria,Study,2007,2
Syria,Study,2008,6
Syria,Study,2009,5
Syria,Study,2010,2
Syria,Study,2011,6
Syria,Study,2012,4
Syria,Study,2013,5
Syria,Study,2014,15
Syria,Study,2015,9
Syria,Work,2006,7
Syria,Work,2007,5
Syria,Work,2008,4
Syria,Work,2009,14
Syria,Work,2010,14
Syria,Work,2011,10
Syria,Work,2012,5
Syria,Work,2013,10
Syria,Work,2014,21
Syria,Work,2015,20
Taiwan,Asylum,2006,0
Taiwan,Asylum,2007,0
Taiwan,Asylum,2008,0
Taiwan,Asylum,2009,0
Taiwan,Asylum,2010,0
Taiwan,Asylum,2011,0
Taiwan,Asylum,2012,0
Taiwan,Asylum,2013,0
Taiwan,Asylum,2014,0
Taiwan,Asylum,2015,0
Taiwan,EU,2006,0
Taiwan,EU,2007,0
Taiwan,EU,2008,0
Taiwan,EU,2009,0
Taiwan,EU,2010,0
Taiwan,EU,2011,0
Taiwan,EU,2012,0
Taiwan,EU,2013,1
Taiwan,EU,2014,0
Taiwan,EU,2015,1
Taiwan,Family,2006,7
Taiwan,Family,2007,5
Taiwan,Family,2008,3
Taiwan,Family,2009,1
Taiwan,Family,2010,3
Taiwan,Family,2011,5
Taiwan,Family,2012,2
Taiwan,Family,2013,9
Taiwan,Family,2014,1
Taiwan,Family,2015,7
Taiwan,Other,2006,0
Taiwan,Other,2007,0
Taiwan,Other,2008,0
Taiwan,Other,2009,3
Taiwan,Other,2010,6
Taiwan,Other,2011,4
Taiwan,Other,2012,3
Taiwan,Other,2013,1
Taiwan,Other,2014,0
Taiwan,Other,2015,2
Taiwan,Study,2006,15
Taiwan,Study,2007,17
Taiwan,Study,2008,24
Taiwan,Study,2009,11
Taiwan,Study,2010,28
Taiwan,Study,2011,31
Taiwan,Study,2012,34
Taiwan,Study,2013,43
Taiwan,Study,2014,45
Taiwan,Study,2015,77
Taiwan,Work,2006,11
Taiwan,Work,2007,21
Taiwan,Work,2008,22
Taiwan,Work,2009,13
Taiwan,Work,2010,21
Taiwan,Work,2011,19
Taiwan,Work,2012,14
Taiwan,Work,2013,25
Taiwan,Work,2014,22
Taiwan,Work,2015,16
Tajikistan,Asylum,2006,0
Tajikistan,Asylum,2007,0
Tajikistan,Asylum,2008,0
Tajikistan,Asylum,2009,0
Tajikistan,Asylum,2010,1
Tajikistan,Asylum,2011,0
Tajikistan,Asylum,2012,3
Tajikistan,Asylum,2013,1
Tajikistan,Asylum,2014,1
Tajikistan,Asylum,2015,0
Tajikistan,EU,2006,0
Tajikistan,EU,2007,0
Tajikistan,EU,2008,0
Tajikistan,EU,2009,0
Tajikistan,EU,2010,0
Tajikistan,EU,2011,0
Tajikistan,EU,2012,0
Tajikistan,EU,2013,0
Tajikistan,EU,2014,0
Tajikistan,EU,2015,2
Tajikistan,Family,2006,3
Tajikistan,Family,2007,0
Tajikistan,Family,2008,0
Tajikistan,Family,2009,0
Tajikistan,Family,2010,0
Tajikistan,Family,2011,0
Tajikistan,Family,2012,2
Tajikistan,Family,2013,0
Tajikistan,Family,2014,1
Tajikistan,Family,2015,0
Tajikistan,Other,2006,0
Tajikistan,Other,2007,0
Tajikistan,Other,2008,0
Tajikistan,Other,2009,0
Tajikistan,Other,2010,0
Tajikistan,Other,2011,0
Tajikistan,Other,2012,0
Tajikistan,Other,2013,0
Tajikistan,Other,2014,0
Tajikistan,Other,2015,0
Tajikistan,Study,2006,1
Tajikistan,Study,2007,2
Tajikistan,Study,2008,1
Tajikistan,Study,2009,3
Tajikistan,Study,2010,0
Tajikistan,Study,2011,2
Tajikistan,Study,2012,1
Tajikistan,Study,2013,0
Tajikistan,Study,2014,0
Tajikistan,Study,2015,0
Tajikistan,Work,2006,0
Tajikistan,Work,2007,0
Tajikistan,Work,2008,0
Tajikistan,Work,2009,0
Tajikistan,Work,2010,0
Tajikistan,Work,2011,0
Tajikistan,Work,2012,0
Tajikistan,Work,2013,2
Tajikistan,Work,2014,0
Tajikistan,Work,2015,1
Tanzania,Asylum,2006,0
Tanzania,Asylum,2007,0
Tanzania,Asylum,2008,0
Tanzania,Asylum,2009,0
Tanzania,Asylum,2010,0
Tanzania,Asylum,2011,1
Tanzania,Asylum,2012,0
Tanzania,Asylum,2013,0
Tanzania,Asylum,2014,0
Tanzania,Asylum,2015,1
Tanzania,EU,2006,0
Tanzania,EU,2007,0
Tanzania,EU,2008,0
Tanzania,EU,2009,0
Tanzania,EU,2010,2
Tanzania,EU,2011,0
Tanzania,EU,2012,0
Tanzania,EU,2013,1
Tanzania,EU,2014,2
Tanzania,EU,2015,1
Tanzania,Family,2006,18
Tanzania,Family,2007,26
Tanzania,Family,2008,17
Tanzania,Family,2009,8
Tanzania,Family,2010,18
Tanzania,Family,2011,9
Tanzania,Family,2012,24
Tanzania,Family,2013,17
Tanzania,Family,2014,9
Tanzania,Family,2015,17
Tanzania,Other,2006,0
Tanzania,Other,2007,0
Tanzania,Other,2008,1
Tanzania,Other,2009,4
Tanzania,Other,2010,1
Tanzania,Other,2011,0
Tanzania,Other,2012,1
Tanzania,Other,2013,0
Tanzania,Other,2014,1
Tanzania,Other,2015,1
Tanzania,Study,2006,55
Tanzania,Study,2007,44
Tanzania,Study,2008,45
Tanzania,Study,2009,20
Tanzania,Study,2010,27
Tanzania,Study,2011,13
Tanzania,Study,2012,23
Tanzania,Study,2013,34
Tanzania,Study,2014,26
Tanzania,Study,2015,26
Tanzania,Work,2006,6
Tanzania,Work,2007,8
Tanzania,Work,2008,5
Tanzania,Work,2009,7
Tanzania,Work,2010,6
Tanzania,Work,2011,5
Tanzania,Work,2012,15
Tanzania,Work,2013,4
Tanzania,Work,2014,4
Tanzania,Work,2015,5
Thailand,Asylum,2006,0
Thailand,Asylum,2007,0
Thailand,Asylum,2008,0
Thailand,Asylum,2009,0
Thailand,Asylum,2010,0
Thailand,Asylum,2011,0
Thailand,Asylum,2012,0
Thailand,Asylum,2013,0
Thailand,Asylum,2014,0
Thailand,Asylum,2015,2
Thailand,EU,2006,5
Thailand,EU,2007,8
Thailand,EU,2008,9
Thailand,EU,2009,18
Thailand,EU,2010,16
Thailand,EU,2011,10
Thailand,EU,2012,14
Thailand,EU,2013,16
Thailand,EU,2014,15
Thailand,EU,2015,13
Thailand,Family,2006,441
Thailand,Family,2007,554
Thailand,Family,2008,611
Thailand,Family,2009,652
Thailand,Family,2010,761
Thailand,Family,2011,375
Thailand,Family,2012,400
Thailand,Family,2013,600
Thailand,Family,2014,454
Thailand,Family,2015,425
Thailand,Other,2006,19
Thailand,Other,2007,38
Thailand,Other,2008,27
Thailand,Other,2009,20
Thailand,Other,2010,15
Thailand,Other,2011,22
Thailand,Other,2012,25
Thailand,Other,2013,13
Thailand,Other,2014,13
Thailand,Other,2015,11
Thailand,Study,2006,157
Thailand,Study,2007,149
Thailand,Study,2008,137
Thailand,Study,2009,106
Thailand,Study,2010,143
Thailand,Study,2011,131
Thailand,Study,2012,102
Thailand,Study,2013,112
Thailand,Study,2014,90
Thailand,Study,2015,107
Thailand,Work,2006,51
Thailand,Work,2007,143
Thailand,Work,2008,88
Thailand,Work,2009,118
Thailand,Work,2010,112
Thailand,Work,2011,92
Thailand,Work,2012,60
Thailand,Work,2013,120
Thailand,Work,2014,90
Thailand,Work,2015,84
Togo,Asylum,2006,0
Togo,Asylum,2007,0
Togo,Asylum,2008,0
Togo,Asylum,2009,0
Togo,Asylum,2010,0
Togo,Asylum,2011,0
Togo,Asylum,2012,0
Togo,Asylum,2013,0
Togo,Asylum,2014,0
Togo,Asylum,2015,0
Togo,EU,2006,1
Togo,EU,2007,1
Togo,EU,2008,1
Togo,EU,2009,1
Togo,EU,2010,0
Togo,EU,2011,1
Togo,EU,2012,0
Togo,EU,2013,0
Togo,EU,2014,2
Togo,EU,2015,1
Togo,Family,2006,0
Togo,Family,2007,2
Togo,Family,2008,1
Togo,Family,2009,4
Togo,Family,2010,4
Togo,Family,2011,2
Togo,Family,2012,2
Togo,Family,2013,3
Togo,Family,2014,3
Togo,Family,2015,0
Togo,Other,2006,0
Togo,Other,2007,0
Togo,Other,2008,0
Togo,Other,2009,0
Togo,Other,2010,0
Togo,Other,2011,0
Togo,Other,2012,0
Togo,Other,2013,0
Togo,Other,2014,0
Togo,Other,2015,1
Togo,Study,2006,0
Togo,Study,2007,3
Togo,Study,2008,3
Togo,Study,2009,2
Togo,Study,2010,0
Togo,Study,2011,0
Togo,Study,2012,0
Togo,Study,2013,1
Togo,Study,2014,1
Togo,Study,2015,3
Togo,Work,2006,1
Togo,Work,2007,0
Togo,Work,2008,0
Togo,Work,2009,1
Togo,Work,2010,0
Togo,Work,2011,1
Togo,Work,2012,0
Togo,Work,2013,1
Togo,Work,2014,1
Togo,Work,2015,0
Tonga,Asylum,2006,0
Tonga,Asylum,2007,0
Tonga,Asylum,2008,0
Tonga,Asylum,2009,0
Tonga,Asylum,2010,0
Tonga,Asylum,2011,0
Tonga,Asylum,2012,0
Tonga,Asylum,2013,0
Tonga,Asylum,2014,0
Tonga,Asylum,2015,0
Tonga,EU,2006,0
Tonga,EU,2007,0
Tonga,EU,2008,0
Tonga,EU,2009,0
Tonga,EU,2010,0
Tonga,EU,2011,0
Tonga,EU,2012,0
Tonga,EU,2013,0
Tonga,EU,2014,0
Tonga,EU,2015,0
Tonga,Family,2006,0
Tonga,Family,2007,0
Tonga,Family,2008,1
Tonga,Family,2009,1
Tonga,Family,2010,0
Tonga,Family,2011,0
Tonga,Family,2012,0
Tonga,Family,2013,0
Tonga,Family,2014,0
Tonga,Family,2015,0
Tonga,Other,2006,0
Tonga,Other,2007,0
Tonga,Other,2008,0
Tonga,Other,2009,0
Tonga,Other,2010,0
Tonga,Other,2011,0
Tonga,Other,2012,0
Tonga,Other,2013,0
Tonga,Other,2014,0
Tonga,Other,2015,0
Tonga,Study,2006,0
Tonga,Study,2007,0
Tonga,Study,2008,0
Tonga,Study,2009,0
Tonga,Study,2010,0
Tonga,Study,2011,0
Tonga,Study,2012,0
Tonga,Study,2013,0
Tonga,Study,2014,0
Tonga,Study,2015,0
Tonga,Work,2006,0
Tonga,Work,2007,0
Tonga,Work,2008,0
Tonga,Work,2009,0
Tonga,Work,2010,1
Tonga,Work,2011,0
Tonga,Work,2012,0
Tonga,Work,2013,0
Tonga,Work,2014,0
Tonga,Work,2015,0
Trinidad and Tobago,Asylum,2006,0
Trinidad and Tobago,Asylum,2007,0
Trinidad and Tobago,Asylum,2008,0
Trinidad and Tobago,Asylum,2009,0
Trinidad and Tobago,Asylum,2010,0
Trinidad and Tobago,Asylum,2011,0
Trinidad and Tobago,Asylum,2012,0
Trinidad and Tobago,Asylum,2013,0
Trinidad and Tobago,Asylum,2014,0
Trinidad and Tobago,Asylum,2015,0
Trinidad and Tobago,EU,2006,0
Trinidad and Tobago,EU,2007,0
Trinidad and Tobago,EU,2008,0
Trinidad and Tobago,EU,2009,1
Trinidad and Tobago,EU,2010,0
Trinidad and Tobago,EU,2011,0
Trinidad and Tobago,EU,2012,0
Trinidad and Tobago,EU,2013,0
Trinidad and Tobago,EU,2014,0
Trinidad and Tobago,EU,2015,0
Trinidad and Tobago,Family,2006,5
Trinidad and Tobago,Family,2007,3
Trinidad and Tobago,Family,2008,1
Trinidad and Tobago,Family,2009,1
Trinidad and Tobago,Family,2010,3
Trinidad and Tobago,Family,2011,1
Trinidad and Tobago,Family,2012,2
Trinidad and Tobago,Family,2013,3
Trinidad and Tobago,Family,2014,3
Trinidad and Tobago,Family,2015,1
Trinidad and Tobago,Other,2006,0
Trinidad and Tobago,Other,2007,0
Trinidad and Tobago,Other,2008,0
Trinidad and Tobago,Other,2009,0
Trinidad and Tobago,Other,2010,0
Trinidad and Tobago,Other,2011,0
Trinidad and Tobago,Other,2012,1
Trinidad and Tobago,Other,2013,0
Trinidad and Tobago,Other,2014,0
Trinidad and Tobago,Other,2015,0
Trinidad and Tobago,Study,2006,0
Trinidad and Tobago,Study,2007,3
Trinidad and Tobago,Study,2008,6
Trinidad and Tobago,Study,2009,7
Trinidad and Tobago,Study,2010,3
Trinidad and Tobago,Study,2011,1
Trinidad and Tobago,Study,2012,0
Trinidad and Tobago,Study,2013,2
Trinidad and Tobago,Study,2014,4
Trinidad and Tobago,Study,2015,1
Trinidad and Tobago,Work,2006,0
Trinidad and Tobago,Work,2007,6
Trinidad and Tobago,Work,2008,6
Trinidad and Tobago,Work,2009,4
Trinidad and Tobago,Work,2010,2
Trinidad and Tobago,Work,2011,3
Trinidad and Tobago,Work,2012,6
Trinidad and Tobago,Work,2013,6
Trinidad and Tobago,Work,2014,10
Trinidad and Tobago,Work,2015,4
Trucial Oman,Asylum,2006,0
Trucial Oman,Asylum,2007,0
Trucial Oman,Asylum,2008,0
Trucial Oman,Asylum,2009,0
Trucial Oman,Asylum,2010,0
Trucial Oman,Asylum,2011,0
Trucial Oman,Asylum,2012,0
Trucial Oman,Asylum,2013,0
Trucial Oman,Asylum,2014,0
Trucial Oman,Asylum,2015,0
Trucial Oman,EU,2006,0
Trucial Oman,EU,2007,0
Trucial Oman,EU,2008,0
Trucial Oman,EU,2009,0
Trucial Oman,EU,2010,0
Trucial Oman,EU,2011,0
Trucial Oman,EU,2012,0
Trucial Oman,EU,2013,0
Trucial Oman,EU,2014,0
Trucial Oman,EU,2015,0
Trucial Oman,Family,2006,0
Trucial Oman,Family,2007,0
Trucial Oman,Family,2008,0
Trucial Oman,Family,2009,0
Trucial Oman,Family,2010,0
Trucial Oman,Family,2011,0
Trucial Oman,Family,2012,0
Trucial Oman,Family,2013,0
Trucial Oman,Family,2014,0
Trucial Oman,Family,2015,0
Trucial Oman,Other,2006,0
Trucial Oman,Other,2007,0
Trucial Oman,Other,2008,0
Trucial Oman,Other,2009,0
Trucial Oman,Other,2010,0
Trucial Oman,Other,2011,0
Trucial Oman,Other,2012,0
Trucial Oman,Other,2013,0
Trucial Oman,Other,2014,0
Trucial Oman,Other,2015,0
Trucial Oman,Study,2006,0
Trucial Oman,Study,2007,0
Trucial Oman,Study,2008,0
Trucial Oman,Study,2009,0
Trucial Oman,Study,2010,0
Trucial Oman,Study,2011,0
Trucial Oman,Study,2012,0
Trucial Oman,Study,2013,0
Trucial Oman,Study,2014,0
Trucial Oman,Study,2015,0
Trucial Oman,Work,2006,0
Trucial Oman,Work,2007,0
Trucial Oman,Work,2008,0
Trucial Oman,Work,2009,0
Trucial Oman,Work,2010,0
Trucial Oman,Work,2011,0
Trucial Oman,Work,2012,0
Trucial Oman,Work,2013,0
Trucial Oman,Work,2014,0
Trucial Oman,Work,2015,0
Tunisia,Asylum,2006,3
Tunisia,Asylum,2007,1
Tunisia,Asylum,2008,0
Tunisia,Asylum,2009,0
Tunisia,Asylum,2010,0
Tunisia,Asylum,2011,0
Tunisia,Asylum,2012,0
Tunisia,Asylum,2013,0
Tunisia,Asylum,2014,0
Tunisia,Asylum,2015,1
Tunisia,EU,2006,1
Tunisia,EU,2007,0
Tunisia,EU,2008,1
Tunisia,EU,2009,0
Tunisia,EU,2010,0
Tunisia,EU,2011,0
Tunisia,EU,2012,1
Tunisia,EU,2013,1
Tunisia,EU,2014,2
Tunisia,EU,2015,6
Tunisia,Family,2006,10
Tunisia,Family,2007,20
Tunisia,Family,2008,11
Tunisia,Family,2009,25
Tunisia,Family,2010,19
Tunisia,Family,2011,11
Tunisia,Family,2012,16
Tunisia,Family,2013,20
Tunisia,Family,2014,18
Tunisia,Family,2015,24
Tunisia,Other,2006,1
Tunisia,Other,2007,0
Tunisia,Other,2008,0
Tunisia,Other,2009,1
Tunisia,Other,2010,0
Tunisia,Other,2011,0
Tunisia,Other,2012,0
Tunisia,Other,2013,1
Tunisia,Other,2014,0
Tunisia,Other,2015,0
Tunisia,Study,2006,2
Tunisia,Study,2007,3
Tunisia,Study,2008,6
Tunisia,Study,2009,4
Tunisia,Study,2010,1
Tunisia,Study,2011,8
Tunisia,Study,2012,4
Tunisia,Study,2013,13
Tunisia,Study,2014,6
Tunisia,Study,2015,17
Tunisia,Work,2006,2
Tunisia,Work,2007,7
Tunisia,Work,2008,4
Tunisia,Work,2009,6
Tunisia,Work,2010,16
Tunisia,Work,2011,11
Tunisia,Work,2012,14
Tunisia,Work,2013,9
Tunisia,Work,2014,12
Tunisia,Work,2015,19
Turkey,Asylum,2006,0
Turkey,Asylum,2007,2
Turkey,Asylum,2008,7
Turkey,Asylum,2009,0
Turkey,Asylum,2010,0
Turkey,Asylum,2011,1
Turkey,Asylum,2012,0
Turkey,Asylum,2013,0
Turkey,Asylum,2014,0
Turkey,Asylum,2015,0
Turkey,EU,2006,15
Turkey,EU,2007,40
Turkey,EU,2008,43
Turkey,EU,2009,53
Turkey,EU,2010,33
Turkey,EU,2011,37
Turkey,EU,2012,30
Turkey,EU,2013,39
Turkey,EU,2014,39
Turkey,EU,2015,65
Turkey,Family,2006,239
Turkey,Family,2007,388
Turkey,Family,2008,353
Turkey,Family,2009,440
Turkey,Family,2010,393
Turkey,Family,2011,179
Turkey,Family,2012,164
Turkey,Family,2013,298
Turkey,Family,2014,245
Turkey,Family,2015,237
Turkey,Other,2006,5
Turkey,Other,2007,1
Turkey,Other,2008,9
Turkey,Other,2009,6
Turkey,Other,2010,10
Turkey,Other,2011,2
Turkey,Other,2012,4
Turkey,Other,2013,1
Turkey,Other,2014,2
Turkey,Other,2015,0
Turkey,Study,2006,167
Turkey,Study,2007,296
Turkey,Study,2008,350
Turkey,Study,2009,347
Turkey,Study,2010,336
Turkey,Study,2011,364
Turkey,Study,2012,248
Turkey,Study,2013,296
Turkey,Study,2014,217
Turkey,Study,2015,152
Turkey,Work,2006,91
Turkey,Work,2007,132
Turkey,Work,2008,127
Turkey,Work,2009,144
Turkey,Work,2010,132
Turkey,Work,2011,102
Turkey,Work,2012,132
Turkey,Work,2013,131
Turkey,Work,2014,120
Turkey,Work,2015,151
Turkmenistan,Asylum,2006,0
Turkmenistan,Asylum,2007,0
Turkmenistan,Asylum,2008,0
Turkmenistan,Asylum,2009,0
Turkmenistan,Asylum,2010,0
Turkmenistan,Asylum,2011,0
Turkmenistan,Asylum,2012,0
Turkmenistan,Asylum,2013,0
Turkmenistan,Asylum,2014,0
Turkmenistan,Asylum,2015,0
Turkmenistan,EU,2006,0
Turkmenistan,EU,2007,0
Turkmenistan,EU,2008,0
Turkmenistan,EU,2009,0
Turkmenistan,EU,2010,0
Turkmenistan,EU,2011,0
Turkmenistan,EU,2012,0
Turkmenistan,EU,2013,0
Turkmenistan,EU,2014,0
Turkmenistan,EU,2015,0
